PMID,Title,Authors,Journal,PublicationDate,Abstract,PublicationType,MeSHTerms,KeyWords,DataBankList,PublicationTypeList,DataBankName,Accession
26688487,"Treatment with PF-04449913, an oral smoothened antagonist, in patients with myeloid malignancies: a phase 1 safety and pharmacokinetics study.","Martinelli Giovanni, Oehler Vivian G, Papayannidis Cristina, Courtney Rachel, Shaik M Naveed, Zhang Xiaoxi, O'Connell Ashleigh, McLachlan Karen R, Zheng Xianxian, Radich Jerald, Baccarani Michele, Kantarjian Hagop M, Levin Wendy J, Cortes Jorge E, Jamieson Catriona",The Lancet. Haematology,"{'Year': '2015', 'Month': 'Aug'}",Activation of the Hedgehog signalling pathway contributes to cancer progression and the development of myeloid leukaemia stem cell therapeutic resistance. We aimed to identify the maximum tolerated dose (MTD) and the recommended phase 2 dose of the selective Hedgehog antagonist PF-04449913 in myeloid malignancies.,"Clinical Trial, Phase I, Journal Article, Multicenter Study, Research Support, Non-U.S. Gov't","Administration, Oral, Benzimidazoles, Half-Life, Humans, Italy, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Leukemia, Myeloid, Acute, Maximum Tolerated Dose, Myelodysplastic Syndromes, Phenylurea Compounds, Primary Myelofibrosis, Treatment Outcome, United States",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00953758']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT00953758
26687423,"Sequential azacitidine and lenalidomide in patients with high-risk myelodysplastic syndromes and acute myeloid leukaemia: a single-arm, phase 1/2 study.","DiNardo Courtney D, Daver Naval, Jabbour Elias, Kadia Tapan, Borthakur Gautam, Konopleva Marina, Pemmaraju Naveen, Yang Hui, Pierce Sherry, Wierda William, Bueso-Ramos Carlos, Patel Keyur P, Cortes Jorge E, Ravandi Farhad, Kantarjian Hagop M, Garcia-Manero Guillermo",The Lancet. Haematology,"{'Year': '2015', 'Month': 'Jan'}","The standard of care for myelodysplastic syndromes is hypomethylating agents such as azacitidine. However, responses to azacitidine are generally temporary, and outcomes after hypomethylating agent failure are dismal. Therefore, the development of more effective treatments is crucial to improve outcomes in patients with myelodysplastic syndromes. We aimed to assess azacitidine and lenalidomide in patients with high-risk myelodysplastic syndromes and acute myeloid leukaemia.","Clinical Trial, Phase I, Clinical Trial, Phase II, Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Adult, Aged, Aged, 80 and over, Antimetabolites, Antineoplastic, Antineoplastic Combined Chemotherapy Protocols, Azacitidine, Female, Humans, Leukemia, Myeloid, Acute, Male, Maximum Tolerated Dose, Middle Aged, Myelodysplastic Syndromes, Survival Analysis, Thalidomide, Treatment Outcome",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT01038635']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT01038635
26686043,"Safety and tolerability of eltrombopag versus placebo for treatment of thrombocytopenia in patients with advanced myelodysplastic syndromes or acute myeloid leukaemia: a multicentre, randomised, placebo-controlled, double-blind, phase 1/2 trial.","Platzbecker Uwe, Wong Raymond S M, Verma Amit, Abboud Camille, Araujo Sergio, Chiou Tzeon-Jye, Feigert John, Yeh Su-Peng, Götze Katharina, Gorin Norbert-Claude, Greenberg Peter, Kambhampati Suman, Kim Yoo-Jin, Lee Je-Hwan, Lyons Roger, Ruggeri Marco, Santini Valeria, Cheng Gregory, Jang Jun Ho, Chen Chien-Yuan, Johnson Brendan, Bennett John, Mannino Frank, Kamel Yasser Mostafa, Stone Nicole, Dougherty Souria, Chan Geoffrey, Giagounidis Aristoteles",The Lancet. Haematology,"{'Year': '2015', 'Month': 'Oct'}","Patients with myelodysplastic syndrome or acute myeloid leukaemia who are thrombocytopenic and unable to receive disease-modifying therapy have few treatment options. Platelet transfusions provide transient benefit and are limited by alloimmunisation. Eltrombopag, an oral thrombopoietin receptor agonist, increases platelet counts and has preclinical antileukaemic activity. We aimed to assess the safety and tolerability of eltrombopag for the treatment of thrombocytopenia in adult patients with advanced myelodysplastic syndrome, secondary acute myeloid leukaemia after myelodysplastic syndrome, or de-novo acute myeloid leukaemia.","Clinical Trial, Phase I, Clinical Trial, Phase II, Journal Article, Multicenter Study, Randomized Controlled Trial, Research Support, Non-U.S. Gov't","Adult, Aged, Aged, 80 and over, Benzoates, Double-Blind Method, Female, Humans, Hydrazines, Leukemia, Myeloid, Acute, Male, Middle Aged, Myelodysplastic Syndromes, Pyrazoles, Receptors, Thrombopoietin, Thrombocytopenia, Treatment Outcome",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00903422']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT00903422
26685769,Use of arsenic trioxide in remission induction and consolidation therapy for acute promyelocytic leukaemia in the Australasian Leukaemia and Lymphoma Group (ALLG) APML4 study: a non-randomised phase 2 trial.,"Iland Harry J, Collins Marnie, Bradstock Ken, Supple Shane G, Catalano Alberto, Hertzberg Mark, Browett Peter, Grigg Andrew, Firkin Frank, Campbell Lynda J, Hugman Amanda, Reynolds John, Di Iulio Juliana, Tiley Campbell, Taylor Kerry, Filshie Robin, Seldon Michael, Taper John, Szer Jeff, Moore John, Bashford John, Seymour John F",The Lancet. Haematology,"{'Year': '2015', 'Month': 'Sep'}","Initial treatment of acute promyelocytic leukaemia traditionally involves tretinoin (all-trans retinoic acid) combined with anthracycline-based risk-adapted chemotherapy, with arsenic trioxide being the treatment of choice at relapse. To try to reduce the relapse rate, we combined arsenic trioxide with tretinoin and idarubicin in induction therapy, and used arsenic trioxide with tretinoin as consolidation therapy.","Clinical Trial, Phase II, Journal Article, Research Support, Non-U.S. Gov't","Adolescent, Adult, Aged, Antineoplastic Combined Chemotherapy Protocols, Arsenic Trioxide, Arsenicals, Australia, Consolidation Chemotherapy, Female, Humans, Leukemia, Promyelocytic, Acute, Lymphoma, Male, Middle Aged, Neoplasm Recurrence, Local, Oxides, Remission Induction, Treatment Outcome, Young Adult",[],"ListElement([{'DataBankName': 'ANZCTR', 'AccessionNumberList': ['ACTRN12605000070639']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ANZCTR,ACTRN12605000070639
26660428,Emerging therapeutic drugs for AML.,"Stein Eytan M, Tallman Martin S",Blood,"{'Year': '2016', 'Month': 'Jan', 'Day': '07'}","Multiple new drugs are being developed to treat acute myeloid leukemia (AML), including novel formulations of traditional chemotherapy-antibody drug conjugates and agents that target specific mutant enzymes. Next-generation sequencing has allowed us to discover the genetic mutations that lead to the development and clinical progression of AML. Studies of clonal hierarchy suggest which mutations occur early and dominate. This has led to targeted therapy against mutant driver proteins as well as the development of drugs such as CPX-351 and SGN-CD33A whose mechanisms of action and efficacy may not be dependent on mutational complexity. In this brief review, we discuss drugs that may emerge as important for the treatment of AML in the next 10 years.","Journal Article, Review","Antineoplastic Agents, Humans, Leukemia, Myeloid, Acute, Molecular Targeted Therapy, Prognosis",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT01696084']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Review', attributes={'UI': 'D016454'})]",ClinicalTrials.gov,NCT01696084
26635039,Prospective long-term minimal residual disease monitoring using RQ-PCR in RUNX1-RUNX1T1-positive acute myeloid leukemia: results of the French CBF-2006 trial.,"Willekens Christophe, Blanchet Odile, Renneville Aline, Cornillet-Lefebvre Pascale, Pautas Cécile, Guieze Romain, Ifrah Norbert, Dombret Hervé, Jourdan Eric, Preudhomme Claude, Boissel Nicolas",Haematologica,"{'Year': '2016', 'Month': 'Mar'}","In t(8;21)(q22;q22) acute myeloid leukemia, the prognostic value of early minimal residual disease assessed with real-time quantitative polymerase chain reaction is the most important prognostic factor, but how long-term minimal residual disease monitoring may contribute to drive individual patient decisions remains poorly investigated. In the multicenter CBF-2006 study, a prospective monitoring of peripheral blood and bone marrow samples was performed every 3 months and every year, respectively, for 2 years following intensive chemotherapy in 94 patients in first complete remission. A complete molecular remission was defined as a (RUNX1-RUNX1T1/ABL1)×100 ≤ 0.001%. After the completion of consolidation therapy, a bone marrow complete molecular remission was observed in 30% of the patients, but was not predictive of subsequent relapse. Indeed, 8 patients (9%) presented a positive bone marrow minimal residual disease for up to 2 years of follow-up while still remaining in complete remission. Conversely, a peripheral blood complete molecular remission was statistically associated with a lower risk of relapse whatever the time-point considered after the completion of consolidation therapy. During the 2-year follow-up, the persistence of peripheral blood complete molecular remission was associated with a lower risk of relapse (4-year cumulative incidence, 8.2%), while molecular relapse confirmed on a subsequent peripheral blood sample predicted hematological relapse (4-year cumulative incidence, 86.9%) within a median time interval of 3.9 months. In t(8;21)(q22;q22) acute myeloid leukemia, minimal residual disease monitoring on peripheral blood every 3 months allows for the prediction of hematological relapse, and to identify patients who could potentially benefit from intervention therapy. (ClinicalTrials.gov ID #NCT00428558).","Clinical Trial, Phase III, Journal Article, Multicenter Study","Adaptor Proteins, Signal Transducing, Adolescent, Adult, Antineoplastic Agents, Biomarkers, Tumor, Blood Cells, Bone Marrow, Chromosomes, Human, Pair 22, Chromosomes, Human, Pair 8, Consolidation Chemotherapy, Core Binding Factor Alpha 2 Subunit, Cytoskeletal Proteins, Female, France, Gene Expression, Humans, Leukemia, Myeloid, Acute, Male, Middle Aged, Monitoring, Physiologic, Neoplasm, Residual, Prospective Studies, Proto-Oncogene Proteins, RUNX1 Translocation Partner 1 Protein, Real-Time Polymerase Chain Reaction, Recurrence, Remission Induction, Survival Analysis, Transcription Factors, Translocation, Genetic",[],"ListElement([{'DataBankName': 'EudraCT', 'AccessionNumberList': ['2006-005163-26']}, {'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00428558']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase III', attributes={'UI': 'D017428'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'})]",EudraCT,2006-005163-26
26626481,NSD3-Short Is an Adaptor Protein that Couples BRD4 to the CHD8 Chromatin Remodeler.,"Shen Chen, Ipsaro Jonathan J, Shi Junwei, Milazzo Joseph P, Wang Eric, Roe Jae-Seok, Suzuki Yutaka, Pappin Darryl J, Joshua-Tor Leemor, Vakoc Christopher R",Molecular cell,"{'Year': '2015', 'Month': 'Dec', 'Day': '17'}","The bromodomain and extraterminal (BET) protein BRD4 is a therapeutic target in acute myeloid leukemia (AML). Here, we demonstrate that the AML maintenance function of BRD4 requires its interaction with NSD3, which belongs to a subfamily of H3K36 methyltransferases. Unexpectedly, AML cells were found to only require a short isoform of NSD3 that lacks the methyltransferase domain. We show that NSD3-short is an adaptor protein that sustains leukemia by linking BRD4 to the CHD8 chromatin remodeler, by using a PWWP chromatin reader module, and by employing an acidic transactivation domain. Genetic targeting of NSD3 or CHD8 mimics the phenotypic and transcriptional effects of BRD4 inhibition. Furthermore, BRD4, NSD3, and CHD8 colocalize across the AML genome, and each is released from super-enhancer regions upon chemical inhibition of BET bromodomains. These findings suggest that BET inhibitors exert therapeutic effects in leukemia by evicting BRD4-NSD3-CHD8 complexes from chromatin to suppress transcription.","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Animals, Catalytic Domain, Cell Cycle Proteins, Cell Proliferation, Chromatin Assembly and Disassembly, DNA-Binding Proteins, HL-60 Cells, Histone-Lysine N-Methyltransferase, Humans, Leukemia, Myeloid, Acute, Mice, Nuclear Proteins, Promoter Regions, Genetic, Protein Isoforms, Transcription Factors",[],"ListElement([{'DataBankName': 'GEO', 'AccessionNumberList': ['GSE71183', 'GSE71185', 'GSE71186']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",GEO,GSE71183
26608844,Pseudozyma aphidis fungaemia with invasive fungal pneumonia in a patient with acute myeloid leukaemia: case report and literature review.,"Joo Hyonsoo, Choi Yeon-Geun, Cho Sung-Yeon, Choi Jae-Ki, Lee Dong-Gun, Kim Hee-Je, Jo Irene, Park Yeon-Joon, Lee Kyo-Young",Mycoses,"{'Year': '2016', 'Month': 'Jan'}","Pseudozyma species rarely cause invasive diseases in humans, which are usually isolated from plants. There have been anecdotal reports regarding Pseudozyma species infections in patients with underlying diseases or in neonates. However, clinical data and the pathogenicity in humans are still insufficient. We experienced a case of Pseudozyma aphidis fungaemia with invasive fungal pneumonia that developed during reinduction chemotherapy in a 51-year-old male with acute myeloid leukaemia (AML). P. aphidis was suspected based on the morphology of the yeast isolated from the blood and was confirmed via rDNA gene sequencing analysis. The patient successfully underwent stem cell transplantation with continuing antifungal treatment and finally completely recovered from both the AML and infectious complications. Here, we report a case of P. aphidis infection that developed during neutropenia in an AML patient and review the global literature.","Case Reports, Journal Article","Fungemia, Humans, Immunocompromised Host, Induction Chemotherapy, Leukemia, Myeloid, Acute, Lung Diseases, Fungal, Male, Middle Aged, Pneumonia, Ustilaginales","ListElement([StringElement('Acute myeloid leukaemia', attributes={'MajorTopicYN': 'N'}), StringElement('Pseudozyma aphidis yeasts', attributes={'MajorTopicYN': 'N'}), StringElement('fungaemia', attributes={'MajorTopicYN': 'N'}), StringElement('neutropenia', attributes={'MajorTopicYN': 'N'}), StringElement('pneumonia', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'GENBANK', 'AccessionNumberList': ['KF443199', 'KF443201']}], attributes={'CompleteYN': 'Y'})","[StringElement('Case Reports', attributes={'UI': 'D002363'}), StringElement('Journal Article', attributes={'UI': 'D016428'})]",GENBANK,KF443199
26607380,Leukemia-Associated Cohesin Mutants Dominantly Enforce Stem Cell Programs and Impair Human Hematopoietic Progenitor Differentiation.,"Mazumdar Claire, Shen Ying, Xavy Seethu, Zhao Feifei, Reinisch Andreas, Li Rui, Corces M Ryan, Flynn Ryan A, Buenrostro Jason D, Chan Steven M, Thomas Daniel, Koenig Julie L, Hong Wan-Jen, Chang Howard Y, Majeti Ravindra",Cell stem cell,"{'Year': '2015', 'Month': 'Dec', 'Day': '03'}","Recurrent mutations in cohesin complex proteins have been identified in pre-leukemic hematopoietic stem cells and during the early development of acute myeloid leukemia and other myeloid malignancies. Although cohesins are involved in chromosome separation and DNA damage repair, cohesin complex functions during hematopoiesis and leukemic development are unclear. Here, we show that mutant cohesin proteins block differentiation of human hematopoietic stem and progenitor cells (HSPCs) in vitro and in vivo and enforce stem cell programs. These effects are restricted to immature HSPC populations, where cohesin mutants show increased chromatin accessibility and likelihood of transcription factor binding site occupancy by HSPC regulators including ERG, GATA2, and RUNX1, as measured by ATAC-seq and ChIP-seq. Epistasis experiments show that silencing these transcription factors rescues the differentiation block caused by cohesin mutants. Together, these results show that mutant cohesins impair HSPC differentiation by controlling chromatin accessibility and transcription factor activity, possibly contributing to leukemic disease.","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Cell Cycle Proteins, Cell Differentiation, Chromatin, Chromosomal Proteins, Non-Histone, Core Binding Factor Alpha 2 Subunit, GATA2 Transcription Factor, Gene Expression Regulation, Leukemic, Hematopoiesis, Hematopoietic Stem Cells, Humans, Leukemia, Myeloid, Acute, Mutation, Stem Cells, Transcriptional Regulator ERG, Cohesins",[],"ListElement([{'DataBankName': 'GEO', 'AccessionNumberList': ['GSE73206', 'GSE73207', 'GSE73224']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",GEO,GSE73206
26577691,Azacitidine with or without Entinostat for the treatment of therapy-related myeloid neoplasm: further results of the E1905 North American Leukemia Intergroup study.,"Prebet Thomas, Sun Zhuoxin, Ketterling Rhett P, Zeidan Amer, Greenberg Peter, Herman James, Juckett Mark, Smith Mitchell R, Malick Lisa, Paietta Elisabeth, Czader Magdalena, Figueroa Maria, Gabrilove Janice, Erba Harry P, Tallman Martin S, Litzow Mark, Gore Steven D",British journal of haematology,"{'Year': '2016', 'Month': 'Feb'}","Therapy-related myeloid neoplasms (tMN) are serious late effects of the treatment of cancer with poor response to conventional treatment. Azacitidine (AZA) has been used to treat patients with tMN but current data are retrospective. We present here 47 tMN patients prospectively enrolled as a specific cohort in the E1905 study. TheE1905 study was a randomized phase 2 study (NCT00313586) testing 10 d of AZA (50 mg/m(2) /d) +/- the histone deacetylase inhibitor entinostat (4 mg/m(2) /d PO day-3 and day-10). A total of 47 patients [29 therapy-related myelosyspastic syndrome (t-MDS) and 18 therapy-related acute myeloid leukaemia (t-AML)] were recruited to the study. 24 patients were treated with AZA monotherapy and 23 with AZA+entinostat. The median number of administered cycles was 4, significantly higher in patients treated with AZA (6 cycles vs. 3 cycles, P = 0·008). Haematological normalization rates were 46% in monotherapy and 17% in the combination arm. Median overall survivals were 13 and 6 months, respectively. The novel 50 * 10 schedule of azacitidine appears effective, with response rates, when given as single agent, comparable to those for patients with de novo MDS/AML treated on the same protocol. However, the combination of AZA and entinostat was associated with increased toxicity and could not be recommended for treatment of tMN.","Clinical Trial, Phase II, Journal Article, Multicenter Study, Randomized Controlled Trial, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Adult, Aged, Aged, 80 and over, Antimetabolites, Antineoplastic, Antineoplastic Combined Chemotherapy Protocols, Azacitidine, Benzamides, Drug Administration Schedule, Female, Humans, Kaplan-Meier Estimate, Leukemia, Myeloid, Acute, Male, Middle Aged, Myelodysplastic Syndromes, Neoplasms, Second Primary, Pyridines, Treatment Outcome","ListElement([StringElement('acute myeloid leukaemia', attributes={'MajorTopicYN': 'N'}), StringElement('azacitidine', attributes={'MajorTopicYN': 'N'}), StringElement('histone deacetylase inhibitor', attributes={'MajorTopicYN': 'N'}), StringElement('myelodysplasia', attributes={'MajorTopicYN': 'N'}), StringElement('therapy related', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00101179', 'NCT00313586']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT00101179
26549589,"Addition of sorafenib versus placebo to standard therapy in patients aged 60 years or younger with newly diagnosed acute myeloid leukaemia (SORAML): a multicentre, phase 2, randomised controlled trial.","Röllig Christoph, Serve Hubert, Hüttmann Andreas, Noppeney Richard, Müller-Tidow Carsten, Krug Utz, Baldus Claudia D, Brandts Christian H, Kunzmann Volker, Einsele Hermann, Krämer Alwin, Schäfer-Eckart Kerstin, Neubauer Andreas, Burchert Andreas, Giagounidis Aristoteles, Krause Stefan W, Mackensen Andreas, Aulitzky Walter, Herbst Regina, Hänel Mathias, Kiani Alexander, Frickhofen Norbert, Kullmer Johannes, Kaiser Ulrich, Link Hartmut, Geer Thomas, Reichle Albert, Junghanß Christian, Repp Roland, Heits Frank, Dürk Heinz, Hase Jana, Klut Ina-Maria, Illmer Thomas, Bornhäuser Martin, Schaich Markus, Parmentier Stefani, Görner Martin, Thiede Christian, von Bonin Malte, Schetelig Johannes, Kramer Michael, Berdel Wolfgang E, Ehninger Gerhard",The Lancet. Oncology,"{'Year': '2015', 'Month': 'Dec'}",Preclinical data and results from non-randomised trials suggest that the multikinase inhibitor sorafenib might be an effective drug for the treatment of acute myeloid leukaemia. We investigated the efficacy and tolerability of sorafenib versus placebo in addition to standard chemotherapy in patients with acute myeloid leukaemia aged 60 years or younger.,"Clinical Trial, Phase II, Journal Article, Multicenter Study, Randomized Controlled Trial, Research Support, Non-U.S. Gov't","Adult, Age Factors, Antibiotics, Antineoplastic, Antimetabolites, Antineoplastic, Antineoplastic Combined Chemotherapy Protocols, Chemotherapy, Adjuvant, Cytarabine, Daunorubicin, Disease Progression, Disease-Free Survival, Double-Blind Method, Female, Germany, Hematopoietic Stem Cell Transplantation, Humans, Kaplan-Meier Estimate, Leukemia, Myeloid, Acute, Male, Middle Aged, Neoadjuvant Therapy, Niacinamide, Phenylurea Compounds, Proportional Hazards Models, Protein Kinase Inhibitors, Recurrence, Risk Factors, Sorafenib, Time Factors, Transplantation, Homologous, Treatment Outcome",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00893373']}, {'DataBankName': 'EudraCT', 'AccessionNumberList': ['2008-004968-40']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT00893373
26527780,Phase II Study of Allogeneic Transplantation for Older Patients With Acute Myeloid Leukemia in First Complete Remission Using a Reduced-Intensity Conditioning Regimen: Results From Cancer and Leukemia Group B 100103 (Alliance for Clinical Trials in Oncology)/Blood and Marrow Transplant Clinical Trial Network 0502.,"Devine Steven M, Owzar Kouros, Blum William, Mulkey Flora, Stone Richard M, Hsu Jack W, Champlin Richard E, Chen Yi-Bin, Vij Ravi, Slack James, Soiffer Robert J, Larson Richard A, Shea Thomas C, Hars Vera, Sibley Alexander B, Giralt Sergio, Carter Shelly, Horowitz Mary M, Linker Charles, Alyea Edwin P",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"{'Year': '2015', 'Month': 'Dec', 'Day': '10'}",Long-term survival rates for older patients with newly diagnosed acute myeloid leukemia (AML) are extremely low. Previous observational studies suggest that allogeneic hematopoietic stem-cell transplantation (HSCT) may improve overall survival (OS) because of lower rates of relapse. We sought to prospectively determine the value of HSCT for older patients with AML in first complete remission.,"Clinical Trial, Phase II, Journal Article, Multicenter Study, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Aged, Antineoplastic Combined Chemotherapy Protocols, Busulfan, Disease-Free Survival, Drug Administration Schedule, Female, Graft vs Host Disease, Hematopoietic Stem Cell Transplantation, Humans, Immunosuppressive Agents, Leukemia, Myeloid, Acute, Male, Methotrexate, Middle Aged, Neoplasm Recurrence, Local, Prospective Studies, Remission Induction, Tacrolimus, Transplantation Conditioning, Transplantation, Homologous, Treatment Outcome, Unrelated Donors, Vidarabine",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00070135']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT00070135
26494788,JMJD1C is required for the survival of acute myeloid leukemia by functioning as a coactivator for key transcription factors.,"Chen Mo, Zhu Nan, Liu Xiaochuan, Laurent Benoit, Tang Zhanyun, Eng Rowena, Shi Yang, Armstrong Scott A, Roeder Robert G",Genes & development,"{'Year': '2015', 'Month': 'Oct', 'Day': '15'}","RUNX1-RUNX1T1 (formerly AML1-ETO), a transcription factor generated by the t(8;21) translocation in acute myeloid leukemia (AML), dictates a leukemic program by increasing self-renewal and inhibiting differentiation. Here we demonstrate that the histone demethylase JMJD1C functions as a coactivator for RUNX1-RUNX1T1 and is required for its transcriptional program. JMJD1C is directly recruited by RUNX1-RUNX1T1 to its target genes and regulates their expression by maintaining low H3K9 dimethyl (H3K9me2) levels. Analyses in JMJD1C knockout mice also establish a JMJD1C requirement for RUNX1-RUNX1T1's ability to increase proliferation. We also show a critical role for JMJD1C in the survival of multiple human AML cell lines, suggesting that it is required for leukemic programs in different AML cell types through its association with key transcription factors.","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Animals, Cell Line, Tumor, Cell Proliferation, Cell Survival, Core Binding Factor Alpha 2 Subunit, Gene Expression Regulation, Leukemic, Jumonji Domain-Containing Histone Demethylases, Leukemia, Myeloid, Acute, Mice, Knockout, Oxidoreductases, N-Demethylating, Protein Transport, Transcription Factors","ListElement([StringElement('AML1-ETO', attributes={'MajorTopicYN': 'N'}), StringElement('HEB', attributes={'MajorTopicYN': 'N'}), StringElement('LYL1', attributes={'MajorTopicYN': 'N'}), StringElement('acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('histone demethylase', attributes={'MajorTopicYN': 'N'}), StringElement('transcription regulation', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'GEO', 'AccessionNumberList': ['GSE63486']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",GEO,GSE63486
