PMID,Title,Authors,Journal,PublicationDate,Abstract,PublicationType,MeSHTerms,KeyWords,DataBankList,PublicationTypeList,DataBankName,Accession
36765318,Acute promyelocytic leukaemia: population-based study of epidemiology and outcome with ATRA and oral-ATO from 1991 to 2021.,"Gill Harinder, Raghupathy Radha, Lee Carmen Y Y, Yung Yammy, Chu Hiu-Tung, Ni Michael Y, Xiao Xiao, Flores Francis P, Yim Rita, Lee Paul, Chin Lynn, Li Vivian W K, Au Lester, Au Wing-Yan, Ma Edmond S K, Mohan Diwakar, Kumana Cyrus Rustam, Kwong Yok-Lam",BMC cancer,"{'Year': '2023', 'Month': 'Feb', 'Day': '10'}",The epidemiology and treatment of acute promyelocytic leukaemia (APL) are changing. We have incorporated oral arsenic trioxide (oral-ATO) into induction/maintenance.,Journal Article,"Male, Female, Humans, Adult, Middle Aged, Aged, Aged, 80 and over, Arsenic Trioxide, Leukemia, Promyelocytic, Acute, Neoplasms, Second Primary, Neoplasm Recurrence, Local, Tretinoin, Treatment Outcome, Antineoplastic Combined Chemotherapy Protocols, Oxides, Arsenicals","ListElement([StringElement('Acute promyelocytic leukaemia', attributes={'MajorTopicYN': 'N'}), StringElement('Early deaths', attributes={'MajorTopicYN': 'N'}), StringElement('Epidemiology', attributes={'MajorTopicYN': 'N'}), StringElement('Oral arsenic trioxide', attributes={'MajorTopicYN': 'N'}), StringElement('Second primary cancers', attributes={'MajorTopicYN': 'N'}), StringElement('Survivals', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT04251754']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT04251754
36764323,"CYAD-01, an autologous NKG2D-based CAR T-cell therapy, in relapsed or refractory acute myeloid leukaemia and myelodysplastic syndromes or multiple myeloma (THINK): haematological cohorts of the dose escalation segment of a phase 1 trial.","Sallman David A, Kerre Tessa, Havelange Violaine, Poiré Xavier, Lewalle Philippe, Wang Eunice S, Brayer Jason B, Davila Marco L, Moors Ine, Machiels Jean-Pascal, Awada Ahmad, Alcantar-Orozco Erik M, Borissova Rossitza, Braun Nathalie, Dheur Marie-Sophie, Gilham David E, Lonez Caroline, Lehmann Frédéric F, Flament Anne",The Lancet. Haematology,"{'Year': '2023', 'Month': 'Mar'}","CYAD-01 is an autologous chimeric antigen receptor (CAR) T-cell product based on the natural killer (NK) group 2D (NKG2D) receptor, which binds eight ligands that are overexpressed in a wide range of haematological malignancies but are largely absent on non-neoplastic cells. Initial clinical evaluation of a single infusion of CYAD-01 at a low dose in patients with relapsed or refractory acute myeloid leukaemia, myelodysplastic syndromes, and multiple myeloma supported the feasibility of the approach and prompted further evaluation of CYAD-01. The aim of the present study was to determine the safety and recommended phase 2 dosing of CYAD-01 administered without preconditioning or bridging chemotherapy.","Clinical Trial, Phase I, Journal Article","Humans, NK Cell Lectin-Like Receptor Subfamily K, Multiple Myeloma, Immunotherapy, Adoptive, Cytokine Release Syndrome, Leukemia, Myeloid, Acute, Myelodysplastic Syndromes",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT03018405']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT03018405
36757706,Allogeneic Hematopoietic Cell Transplantation vs Standard Consolidation Chemotherapy in Patients With Intermediate-Risk Acute Myeloid Leukemia: A Randomized Clinical Trial.,"Bornhäuser Martin, Schliemann Christoph, Schetelig Johannes, Röllig Christoph, Kramer Michael, Glass Bertram, Platzbecker Uwe, Burchert Andreas, Hänel Mathias, Müller Lutz P, Klein Stefan, Bug Gesine, Beelen Dietrich, Rösler Wolf, Schäfer-Eckart Kerstin, Schmid Christoph, Jost Edgar, Lenz Georg, Tischer Johanna, Spiekermann Karsten, Pfirrmann Markus, Serve Hubert, Stölzel Friedrich, Alakel Nael, Middeke Jan Moritz, Thiede Christian, Ehninger Gerhard, Berdel Wolfgang E, Stelljes Matthias",JAMA oncology,"{'Year': '2023', 'Month': 'Apr', 'Day': '01'}",The ideal postremission strategy in intermediate-risk acute myeloid leukemia (AML) in first complete remission (CR) has been a matter of debate.,"Randomized Controlled Trial, Clinical Trial, Phase III, Journal Article, Research Support, Non-U.S. Gov't","Humans, Male, Middle Aged, Adolescent, Young Adult, Adult, Female, Consolidation Chemotherapy, Quality of Life, Transplantation, Homologous, Hematopoietic Stem Cell Transplantation, Remission Induction, Recurrence, Leukemia, Myeloid, Acute",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT01246752']}], attributes={'CompleteYN': 'Y'})","[StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Clinical Trial, Phase III', attributes={'UI': 'D017428'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT01246752
36724515,Olutasidenib (FT-2102) induces durable complete remissions in patients with relapsed or refractory IDH1-mutated AML.,"de Botton Stéphane, Fenaux Pierre, Yee Karen, Récher Christian, Wei Andrew H, Montesinos Pau, Taussig David C, Pigneux Arnaud, Braun Thorsten, Curti Antonio, Grove Carolyn, Jonas Brian A, Khwaja Asim, Legrand Ollivier, Peterlin Pierre, Arnan Montserrat, Blum William, Cilloni Daniela, Hiwase Devendra K, Jurcic Joseph G, Krauter Jürgen, Thomas Xavier, Watts Justin M, Yang Jay, Polyanskaya Olga, Brevard Julie, Sweeney Jennifer, Barrett Emma, Cortes Jorge",Blood advances,"{'Year': '2023', 'Month': 'Jul', 'Day': '11'}","Olutasidenib (FT-2102) is a potent, selective, oral, small-molecule inhibitor of mutant isocitrate dehydrogenase 1 (mIDH1). Overall, 153 IDH1 inhibitor-naive patients with mIDH1R132 relapsed/refractory (R/R) acute myeloid leukemia (AML) received olutasidenib monotherapy 150 mg twice daily in the pivotal cohort of this study. The median age of participants was 71 years (range, 32-87 years) and the median number of prior regimens received by patients was 2 (1-7). The rate of complete remission (CR) plus CR with partial hematologic recovery (CRh) was 35%, and the overall response rate was 48%. Response rates were similar in patients who had, and who had not, received prior venetoclax. With 55% of patients censored at the time of data cut-off, the median duration of CR/CRh was 25.9 months. The median duration of overall response was 11.7 months, and the median overall survival was 11.6 months. Of 86 patients who were transfusion dependent at baseline, a 56-day transfusion independence was achieved in 29 (34%), which included patients in all response groups. Grade 3 or 4 treatment-emergent adverse events (≥10%) were febrile neutropenia and anemia (n = 31; 20% each), thrombocytopenia (n = 25; 16%), and neutropenia (n = 20; 13%). Differentiation syndrome adverse events of special interest occurred in 22 (14%) patients, with 14 (9%) grade ≥3 and 1 fatal case reported. Overall, olutasidenib induced durable remissions and transfusion independence with a well-characterized and manageable side effect profile. The observed efficacy represents a therapeutic advance in this molecularly defined, poor-prognostic population of patients with mIDH1 R/R AML. This trial was registered at www.clinicaltrials.gov as #NCT02719574.","Journal Article, Research Support, Non-U.S. Gov't","Humans, Adult, Middle Aged, Aged, Aged, 80 and over, Pyridines, Quinolines, Leukemia, Myeloid, Acute, Prognosis, Isocitrate Dehydrogenase",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02719574']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT02719574
36720090,Activity of eftozanermin alfa plus venetoclax in preclinical models and patients with acute myeloid leukemia.,"Tahir Stephen K, Calvo Emiliano, Carneiro Benedito A, Yuda Junichiro, Shreenivas Aditya, Jongen-Lavrencic Mojca, Gort Eelke, Ishizawa Kenichi, Morillo Daniel, Biesdorf Carla, Smith Morey, Cheng Dong, Motwani Monica, Sharon David, Uziel Tamar, Modi Dimple A, Buchanan Fritz G, Morgan-Lappe Susan, Medeiros Bruno C, Phillips Darren C",Blood,"{'Year': '2023', 'Month': 'Apr', 'Day': '27'}","Activation of apoptosis in malignant cells is an established strategy for controlling cancer and is potentially curative. To assess the impact of concurrently inducing the extrinsic and intrinsic apoptosis-signaling pathways in acute myeloid leukemia (AML), we evaluated activity of the TRAIL receptor agonistic fusion protein eftozanermin alfa (eftoza; ABBV-621) in combination with the B-cell lymphoma protein-2 selective inhibitor venetoclax in preclinical models and human patients. Simultaneously stimulating intrinsic and extrinsic apoptosis-signaling pathways with venetoclax and eftoza, respectively, enhanced their activities in AML cell lines and patient-derived ex vivo/in vivo models. Eftoza activity alone or plus venetoclax required death receptor 4/5 (DR4/DR5) expression on the plasma membrane but was independent of TP53 or FLT3-ITD status. The safety/tolerability of eftoza as monotherapy and in combination with venetoclax was demonstrated in patients with relapsed/refractory AML in a phase 1 clinical trial. Treatment-related adverse events were reported in 2 of 4 (50%) patients treated with eftoza monotherapy and 18 of 23 (78%) treated with eftoza plus venetoclax. An overall response rate of 30% (7/23; 4 complete responses [CRs], 2 CRs with incomplete hematologic recovery, and 1 morphologic leukemia-free state) was reported in patients who received treatment with eftoza plus venetoclax and 67% (4/6) in patients with myoblasts positive for DR4/DR5 expression; no tumor responses were observed with eftoza monotherapy. These data indicate that combination therapy with eftoza plus venetoclax to simultaneously activate the extrinsic and intrinsic apoptosis-signaling pathways may improve clinical benefit compared with venetoclax monotherapy in relapsed/refractory AML with an acceptable toxicity profile. This trial was registered at www.clinicaltrials.gov as #NCT03082209.",Journal Article,"Humans, Antineoplastic Agents, Leukemia, Myeloid, Acute, Bridged Bicyclo Compounds, Heterocyclic, Sulfonamides, Antineoplastic Combined Chemotherapy Protocols",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT03082209']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT03082209
36706355,Mechanisms of response and resistance to combined decitabine and ipilimumab for advanced myeloid disease.,"Penter Livius, Liu Yang, Wolff Jacquelyn O, Yang Lin, Taing Len, Jhaveri Aashna, Southard Jackson, Patel Manishkumar, Cullen Nicole M, Pfaff Kathleen L, Cieri Nicoletta, Oliveira Giacomo, Kim-Schulze Seunghee, Ranasinghe Srinika, Leonard Rebecca, Robertson Taylor, Morgan Elizabeth A, Chen Helen X, Song Minkyung H, Thurin Magdalena, Li Shuqiang, Rodig Scott J, Cibulskis Carrie, Gabriel Stacey, Bachireddy Pavan, Ritz Jerome, Streicher Howard, Neuberg Donna S, Hodi F Stephen, Davids Matthew S, Gnjatic Sacha, Livak Kenneth J, Altreuter Jennifer, Michor Franziska, Soiffer Robert J, Garcia Jacqueline S, Wu Catherine J",Blood,"{'Year': '2023', 'Month': 'Apr', 'Day': '13'}","The challenge of eradicating leukemia in patients with acute myelogenous leukemia (AML) after initial cytoreduction has motivated modern efforts to combine synergistic active modalities including immunotherapy. Recently, the ETCTN/CTEP 10026 study tested the combination of the DNA methyltransferase inhibitor decitabine together with the immune checkpoint inhibitor ipilimumab for AML/myelodysplastic syndrome (MDS) either after allogeneic hematopoietic stem cell transplantation (HSCT) or in the HSCT-naïve setting. Integrative transcriptome-based analysis of 304 961 individual marrow-infiltrating cells for 18 of 48 subjects treated on study revealed the strong association of response with a high baseline ratio of T to AML cells. Clinical responses were predominantly driven by decitabine-induced cytoreduction. Evidence of immune activation was only apparent after ipilimumab exposure, which altered CD4+ T-cell gene expression, in line with ongoing T-cell differentiation and increased frequency of marrow-infiltrating regulatory T cells. For post-HSCT samples, relapse could be attributed to insufficient clearing of malignant clones in progenitor cell populations. In contrast to AML/MDS bone marrow, the transcriptomes of leukemia cutis samples from patients with durable remission after ipilimumab monotherapy showed evidence of increased infiltration with antigen-experienced resident memory T cells and higher expression of CTLA-4 and FOXP3. Altogether, activity of combined decitabine and ipilimumab is impacted by cellular expression states within the microenvironmental niche of leukemic cells. The inadequate elimination of leukemic progenitors mandates urgent development of novel approaches for targeting these cell populations to generate long-lasting responses. This trial was registered at www.clinicaltrials.gov as #NCT02890329.","Journal Article, Research Support, Non-U.S. Gov't, Research Support, N.I.H., Extramural","Humans, Ipilimumab, Decitabine, Myelodysplastic Syndromes, Leukemia, Myeloid, Acute, Recurrence, Hematopoietic Stem Cell Transplantation",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02890329']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]",ClinicalTrials.gov,NCT02890329
36702138,"The effect of granulocyte-colony stimulating factor, decitabine, and busulfan-cyclophosphamide versus busulfan-cyclophosphamide conditioning on relapse in patients with myelodysplastic syndrome or secondary acute myeloid leukaemia evolving from myelodysplastic syndrome undergoing allogeneic haematopoietic stem-cell transplantation: an open-label, multicentre, randomised, phase 3 trial.","Xuan Li, Dai Min, Jiang Erlie, Wang Yu, Huang Fen, Fan Zhiping, Xu Na, Nie Danian, Liang Xinquan, Chen Hong, Ye Jieyu, Shi Pengcheng, Liu Hui, Jin Hua, Lin Ren, Yan Chenhua, Zhang Yu, Sun Jing, Han Mingzhe, Liu Qifa",The Lancet. Haematology,"{'Year': '2023', 'Month': 'Mar'}",Relapse remains high in patients with myelodysplastic syndrome-refractory anaemia with excess blasts (RAEB) or secondary acute myeloid leukaemia evolving from myelodysplastic syndrome undergoing allogeneic haematopoietic stem-cell transplantation (HSCT). We aimed to investigate whether granulocyte-colony stimulating factor (G-CSF) and decitabine plus busulfan-cyclophosphamide conditioning reduced relapse compared with busulfan-cyclophosphamide in this population.,"Randomized Controlled Trial, Clinical Trial, Phase III, Multicenter Study, Journal Article","Humans, Male, Female, Busulfan, Decitabine, Anemia, Refractory, with Excess of Blasts, Cyclophosphamide, Leukemia, Myeloid, Acute, Hematopoietic Stem Cell Transplantation, Myelodysplastic Syndromes, Transplantation Conditioning, Chronic Disease, Granulocyte Colony-Stimulating Factor, Recurrence",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02744742']}], attributes={'CompleteYN': 'Y'})","[StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Clinical Trial, Phase III', attributes={'UI': 'D017428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT02744742
36658425,Complex I inhibitor of oxidative phosphorylation in advanced solid tumors and acute myeloid leukemia: phase I trials.,"Yap Timothy A, Daver Naval, Mahendra Mikhila, Zhang Jixiang, Kamiya-Matsuoka Carlos, Meric-Bernstam Funda, Kantarjian Hagop M, Ravandi Farhad, Collins Meghan E, Francesco Maria Emilia Di, Dumbrava Ecaterina E, Fu Siqing, Gao Sisi, Gay Jason P, Gera Sonal, Han Jing, Hong David S, Jabbour Elias J, Ju Zhenlin, Karp Daniel D, Lodi Alessia, Molina Jennifer R, Baran Natalia, Naing Aung, Ohanian Maro, Pant Shubham, Pemmaraju Naveen, Bose Prithviraj, Piha-Paul Sarina A, Rodon Jordi, Salguero Carolina, Sasaki Koji, Singh Anand K, Subbiah Vivek, Tsimberidou Apostolia M, Xu Quanyun A, Yilmaz Musa, Zhang Qi, Li Yuan, Bristow Christopher A, Bhattacharjee Meenakshi B, Tiziani Stefano, Heffernan Timothy P, Vellano Christopher P, Jones Philip, Heijnen Cobi J, Kavelaars Annemieke, Marszalek Joseph R, Konopleva Marina",Nature medicine,"{'Year': '2023', 'Month': 'Jan'}","Although targeting oxidative phosphorylation (OXPHOS) is a rational anticancer strategy, clinical benefit with OXPHOS inhibitors has yet to be achieved. Here we advanced IACS-010759, a highly potent and selective small-molecule complex I inhibitor, into two dose-escalation phase I trials in patients with relapsed/refractory acute myeloid leukemia (NCT02882321, n = 17) and advanced solid tumors (NCT03291938, n = 23). The primary endpoints were safety, tolerability, maximum tolerated dose and recommended phase 2 dose (RP2D) of IACS-010759. The PK, PD, and preliminary antitumor activities of IACS-010759 in patients were also evaluated as secondary endpoints in both clinical trials. IACS-010759 had a narrow therapeutic index with emergent dose-limiting toxicities, including elevated blood lactate and neurotoxicity, which obstructed efforts to maintain target exposure. Consequently no RP2D was established, only modest target inhibition and limited antitumor activity were observed at tolerated doses, and both trials were discontinued. Reverse translational studies in mice demonstrated that IACS-010759 induced behavioral and physiological changes indicative of peripheral neuropathy, which were minimized with the coadministration of a histone deacetylase 6 inhibitor. Additional studies are needed to elucidate the association between OXPHOS inhibition and neurotoxicity, and caution is warranted in the continued development of complex I inhibitors as antitumor agents.","Clinical Trial, Phase I, Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Animals, Mice, Antineoplastic Agents, Histone Deacetylase Inhibitors, Leukemia, Myeloid, Acute, Neoplasms, Oxidative Phosphorylation, Humans",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT03291938', 'NCT02882321']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT03291938
36655338,Psychological mobile app for patients with acute myeloid leukemia: A pilot randomized clinical trial.,"El-Jawahri Areej, Luskin Marlise R, Greer Joseph A, Traeger Lara, Lavoie Mitchell, Vaughn Dagny Marie, Andrews Stephanie, Yang Daniel, Boateng Kofi Y, Newcomb Richard A, Ufere Nneka N, Fathi Amir T, Hobbs Gabriela, Brunner Andrew, Abel Gregory A, Stone Richard M, DeAngelo Daniel J, Wadleigh Martha, Temel Jennifer S",Cancer,"{'Year': '2023', 'Month': 'Apr', 'Day': '01'}","Patients with acute myeloid leukemia (AML) experience a substantial decline in quality of life (QoL) and mood during their hospitalization for intensive chemotherapy, yet few interventions have been developed to enhance patient-reported outcomes during treatment.","Randomized Controlled Trial, Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Humans, Quality of Life, Mobile Applications, Pilot Projects, Anxiety, Leukemia, Myeloid, Acute, Depression","ListElement([StringElement('acute myeloid leukemia (AML)', attributes={'MajorTopicYN': 'N'}), StringElement('leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('mobile health', attributes={'MajorTopicYN': 'N'}), StringElement('psychological mobile app', attributes={'MajorTopicYN': 'N'}), StringElement('quality of life', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT03372291']}], attributes={'CompleteYN': 'Y'})","[StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT03372291
36627013,The uterine volume is dramatically decreased after hematopoietic stem cell transplantation during childhood regardless of the conditioning regimen.,"Courbiere Blandine, Drikes Benjamin, Grob Anaïs, Hamidou Zeinab, Saultier Paul, Bertrand Yves, Gandemer Virginie, Plantaz Dominique, Plat Geneviève, Poirée Maryline, Ducassou Stéphane, Pochon Cécile, Dalle Jean-Hugues, Thouvenin Sandrine, Paillard Catherine, Kanold Justyna, Sirvent Anne, Rousset-Jablonski Christine, Duros Solène, Gueniffey Aurore, Cohade Clementine, Boukaidi Samir, Frantz Sandrine, Agopiantz Mikael, Poirot Catherine, Genod Anne, Pirrello Olivier, Gremeau Anne-Sophie, Bringer-Deutsch Sophie, Auquier Pascal, Michel Gérard",Fertility and sterility,"{'Year': '2023', 'Month': 'Apr'}",To study the impact of hematopoietic stem cell transplantation (HSCT) on the uterine volume of childhood acute leukemia (AL) survivor depending on age at HSCT and the type of myeloablative conditioning regimen.,"Comparative Study, Journal Article, Research Support, Non-U.S. Gov't","Adolescent, Adult, Child, Female, Humans, Alkylating Agents, Estrogens, Hematopoietic Stem Cell Transplantation, Leukemia, Myeloid, Acute, Primary Ovarian Insufficiency, Prospective Studies, Retrospective Studies, Transplantation Conditioning, Whole-Body Irradiation","ListElement([StringElement('MRI', attributes={'MajorTopicYN': 'N'}), StringElement('Uterus', attributes={'MajorTopicYN': 'N'}), StringElement('chemotherapy', attributes={'MajorTopicYN': 'N'}), StringElement('hematopoietic stem cell transplantation', attributes={'MajorTopicYN': 'N'}), StringElement('total body irradiation', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT03583294']}], attributes={'CompleteYN': 'Y'})","[StringElement('Comparative Study', attributes={'UI': 'D003160'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT03583294
36588387,"Idarubicin plus BuCy versus BuCy conditioning regimens for intermediate-risk acute myeloid leukemia in first complete remission undergoing auto-HSCT: An open-label, multicenter, randomized phase 3 trial.","Liu Hui, Huang Fen, Zhang Yu, Wu Meiqing, Xu Na, Fan Zhiping, Sun Zhiqiang, Li Xudong, Lin Dongjun, Xiong Yiying, Liu Xiaodan, Lin Ren, Shi Pengcheng, Xu Jun, Wang Zhixiang, Li Xiaofang, Sun Jing, Liu Qifa, Xuan Li",American journal of hematology,"{'Year': '2023', 'Month': 'Mar'}","We report a randomized prospective phase 3 study, designed to evaluate the efficacy and tolerability of idarubicin plus busulfan and cyclophosphamide (IDA-BuCy) versus BuCy in autologous hematopoietic stem-cell transplantation (auto-HSCT) for intermediate-risk acute myeloid leukemia (IR-AML) patients in first complete remission (CR1). One hundred and fifty-four patients were enrolled and randomized to receive IDA-BuCy (IDA 15 mg/m2/day on days -12 to -10, Bu 3.2 mg/kg/day on days -7 to -4, and Cy 60 mg/kg/day on days -3 to -2) or BuCy. The 2-year incidence of relapse was 15.6% and 19.5% in IDA-BuCy and BuCy groups (p = 0.482), respectively. There was no significant overall survival (OS) and disease-free survival (DFS) benefit for IR-AML patients receiving IDA-BuCy (2-year OS 81.8% in IDA-BuCy vs. 83.1% in BuCy, p = 0.798; 2-year DFS 76.6% in IDA-BuCy vs. 79.2% in BuCy, p = 0.693). Grade 3 or worse regimen-related toxicity (RRT) was reported for 22 (28.9%) of 76 and 9 (12.0%) of 75 patients in two groups (p = 0.015), respectively. AEs within 100 days with an outcome of death were reported for 4 (5.3%) and 0 patients in two groups. In conclusion, IDA-BuCy has higher RRT and similar anti-leukemic activity compared with BuCy in IR-AML patients in CR1 undergoing auto-HSCT. Thus, caution should be taken when choosing IDA-BuCy for IR-AML patients in CR1 with auto-HSCT. This trial is registered with ClinicalTrials.gov, NCT02671708, and is complete.","Randomized Controlled Trial, Clinical Trial, Phase III, Multicenter Study, Journal Article, Research Support, Non-U.S. Gov't","Humans, Idarubicin, Leukemia, Myeloid, Acute, Prospective Studies, Antineoplastic Combined Chemotherapy Protocols, Cyclophosphamide, Hematopoietic Stem Cell Transplantation, Busulfan, Transplantation Conditioning, Retrospective Studies",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02671708']}], attributes={'CompleteYN': 'Y'})","[StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Clinical Trial, Phase III', attributes={'UI': 'D017428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT02671708
36521100,Adaptation of Serious Illness Care Program to be delivered via telehealth for older patients with hematologic malignancy.,"LoCastro Marissa, Sanapala Chandrika, Mendler Jason H, Norton Sally, Bernacki Rachelle, Carroll Thomas, Klepin Heidi D, Watson Erin, Liesveld Jane, Huselton Eric, O'Dwyer Kristen, Baran Andrea, Flannery Marie, Kluger Benzi, Loh Kah Poh",Blood advances,"{'Year': '2023', 'Month': 'May', 'Day': '09'}","Older patients with acute myeloid leukemia (AML) and myelodysplastic syndromes (MDS) experience intense inpatient health care at the end-of-life stage. Early advance care planning may improve care at the end of life for patients with AML or MDS. The Serious Illness Care Program (SICP) is a multicomponent, communication intervention developed to improve conversations about values for patients with serious illnesses. The SICP has been shown to improve the quality and frequency of advance care planning discussions. We adapted the SICP for delivery via telehealth to older patients with AML or MDS. We conducted a single-center qualitative study of 45 participants (25 clinicians, 15 older patients with AML or MDS, and 5 caregivers). Participants, whether clinicians, patients, or caregivers, agreed that the SICP would help older patients with AML or MDS to share their personal values with their care team. Four qualitative themes emerged from our data: (1) serious illness conversations can be conducted via telehealth, (2) older patients have limited experience using technology but are willing and able to learn, (3) patients feel that serious illness conversations will help them understand their AML or MDS diagnosis and prognosis better, and (4) serious illness conversations should be common and routine, not extraordinary. The adapted SICP may provide older patients with AML or MDS an opportunity to share what matters most to them with their care team and may assist oncologists in aligning patient care with patient values. The adapted SICP is the subject of an ongoing single-arm pilot study at the Wilmot Cancer Institute (clinicaltrials.gov identifier: NCT04745676).","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Humans, Critical Care, Pilot Projects, Critical Illness, Myelodysplastic Syndromes, Leukemia, Myeloid, Acute, Hematologic Neoplasms, Telemedicine",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT04745676']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT04745676
